,Visual,Somatomotor,DorsalAttn,SalVentAttn,Limbic,FrontoParietal,DefaultMode,Complete
Sub_16_SCHZ,0.8743330035006543,0.9005686158185583,0.7706894025838144,0.8284661977183353,0.828499789986358,0.7963782622710811,0.8929115205745555,0.7879905259241031
Sub_17_CTRL,1.0279967321039751,1.0065162110713612,0.9426738122039178,0.9794823170415141,0.9454442852706038,0.9738419498874441,1.1352740396803882,0.8480474101983587
Sub_17_SCHZ,0.9039765667282623,1.1146202036736996,0.9186007335150961,0.8194386738696124,0.8508376307549046,1.0077763062142457,0.8983760669425805,0.8516163045484557
Sub_18_CTRL,0.699252895307432,1.1135006326702253,0.8719954597038819,0.7282565671899581,0.711520566157649,0.712631392769014,0.6359744316644609,0.7559796072725596
Sub_18_SCHZ,0.8665780930759711,0.9405129916317069,0.9189925725025658,0.9811447846118974,0.8043207140070698,0.8776189529410934,0.7767934586492173,0.8111306982108003
Sub_19_CTRL,0.7804308146623267,0.7134795702050775,0.7878093610514106,0.7137907265371444,0.8291157533509624,0.7819375821632798,0.8965114751230165,0.7871903092480856
Sub_19_SCHZ,0.9704329582869471,1.086046769089702,1.0132053058082497,0.9397659762890624,0.8475833369521301,0.886503250115954,0.9447309274180032,0.8374213934951863
Sub_20_CTRL,0.8582103683568183,0.863268625233499,0.8919291097045831,0.9808885413250007,0.9190209287817984,0.9693336505031723,1.0990725346788541,0.8664384809895165
Sub_20_SCHZ,1.0398944556356138,1.0058495510579752,0.9654940738213235,0.9227329652050479,0.955134950122479,0.9791173948772623,0.9467307886826699,0.9173237679451386
Sub_21_CTRL,1.1718998282945996,1.089125653391851,1.205522352503972,1.0447408751498997,1.1654154398897125,1.0406261931793357,1.2479323004782097,1.1327120473679075
Sub_21_SCHZ,0.9793815844751425,0.986070298290971,0.8662762872805387,0.8719110092829607,0.878731061163055,0.8832941476319245,1.0028216886143717,0.8931236182638005
Sub_22_CTRL,0.9785922632050335,1.037557332483495,1.0758522982358234,0.9505735371257578,1.0608250076434937,1.1437524620629491,0.9510280519839267,1.1070455876133785
Sub_22_SCHZ,0.9967864194604947,1.2410570813658366,1.0894280160946586,1.1162655731419266,0.960540813960327,0.9232215539284632,1.0863626648690772,0.9548068235659948
Sub_23_CTRL,0.9903296923456264,1.0506213709898267,1.0003787471994419,1.0156639237894525,0.917292924775723,1.1245692282691113,0.9385644140450419,0.9426083140453008
Sub_23_SCHZ,1.0917888772219693,1.0332666997772428,1.056036421578598,0.9872304720480024,0.9367028057364365,0.8819247208941186,0.8749759196969908,0.89782028862984
Sub_24_CTRL,1.4206268048461614,0.6082764835103867,1.028334210594408,0.7668815728193026,0.819296812428051,0.8894346900421022,0.5491792495490364,1.0031323341665934
Sub_24_SCHZ,1.0368424567074355,0.8716644240421786,0.876522926612145,0.9487759271982675,0.8259088447599483,1.006684189164457,0.9887432574548212,0.8027472197252077
Sub_25_CTRL,0.940901849012058,1.1444881249237364,1.0110344518551957,1.0344171015304777,0.8552165164052667,0.9817718279019513,0.8412417110405233,0.9621777719165994
Sub_25_SCHZ,0.8181117339050223,1.051614316593858,0.983872041081191,1.0308713817956343,0.9154728988930614,0.9329961946539067,0.9461394343257936,1.0003929698495448
Sub_26_CTRL,1.2170417118537702,0.9931881339659858,1.005209279799378,0.8817166163966256,0.9236401708099755,0.9859212531417769,1.0610445735613723,0.9225369644765944
Sub_26_SCHZ,0.901424360591399,1.0226071761358684,0.9793917075218855,0.9687027519660066,1.000108223758022,1.154082442260211,0.9819238322178686,1.00882963916401
Sub_27_CTRL,0.8622286308159929,0.9334674642850498,0.9230876921200524,0.8211029010350479,0.8645868604805453,1.0168647964618207,0.8701724375258797,0.9334615040508965
Sub_27_SCHZ,1.0501601653293622,0.998039054956957,1.0724099972937136,1.0186158426842684,1.045275203734469,1.0273270209003198,1.060141722017368,0.9810240590305455
Sub_28_CTRL,0.7685415832769904,0.6104525001536993,0.8264745672992684,0.9040672660606276,0.8294994432624145,0.956340169232741,0.8847647835805683,0.8447189427723831
Sub_28_SCHZ,0.9383798248312146,0.6424760377600117,0.7875185163851868,0.7067707394711258,0.7588740134636872,0.822621558588218,0.6281541780606151,0.8425638604306904
Sub_29_CTRL,0.9231625512585906,0.8721181676638509,0.8543459128138388,0.9273165335337434,0.8798416769019287,0.924508243583135,0.8874787664373278,0.8807885915431324
Sub_29_SCHZ,1.1150673181638897,1.0614609360605862,1.0366516944649407,0.8966222113676684,0.9989088817132451,1.0358651244194446,1.0181473423854168,0.9336172404487101
Sub_30_CTRL,0.28731488531898974,0.40753363651224717,0.3377829490503106,0.4754112895326143,0.3575189271717178,0.3665393576533388,0.3058552938728556,0.34773627448667793
Sub_30_SCHZ,0.8827107728781556,1.066036762372627,0.9806254066552513,1.0366880861521763,0.8452098950794266,1.0460686697050032,0.81808059372434,0.8699660082574285
Sub_31_CTRL,0.869267872760596,0.9508622956589408,1.004348223733271,0.9839923996387526,0.9413102607386759,1.0077781907914583,1.0076735248056972,0.9597869704713897
